type,text
ham,dude avatar 3d imp  at one point thought actually flies room almost tried hittng one reflex
spam,well done  your 4* costa del sol holiday £5000 await collection  call 09050090044 now toclaim  sae  tcs  pobox334  stockport  sk38xh  cost£1 50/pm  max10mins
ham,k   k:)why cant come search job:)
ham,i got lousy sleep  i kept waking every 2 hours see cat wanted come in  i worry cold :(
ham,yeah  i'll leave couple minutes &amp; let know i get mu
ham,can ü call 10:10 make sure dat i've woken up   
ham,hey go jazz power yoga hip hop kb yogasana
ham,the battery mr adewale uncle  aka egbon
ham,i cant pick phone right now  pls send message
ham,wait 2 min  stand bus stop
ham,oh ic  i thought meant mary jane 
ham,haha    really oh no    how  then deduct lesson tmr 
ham,nah im goin 2 wrks j wot bout u 
ham,then eat shit wait ur monkey face bitch           u asshole                  
ham,good night  am going sleep 
ham,aight i'll grab something eat too  text back mu
ham,k   k:)why cant come search job:)
ham,take something pain  if moves however side next 6hrs see doctor 
ham,lol     oh babe  i wont sliding place midnight  thanks invite
ham,howz persons story
spam,guess what  somebody know secretly fancies you  wanna find is  give us call 09065394973 landline datebox1282essexcm61xn 150p/min 18
ham,lol would awesome payback 
spam,80488  your 500 free text messages valid 31 december 2005 
ham,yes :)it completely form:)clark also utter waste 
ham,honeybee said: *i'm sweetest world* god laughed &amp; said: *wait u havnt met person reading this msg* moral: even god can crack jokes  gm+gn+ge+gn:)
ham,thanks  it tescos quite nice  all gone now  speak soon
ham,what's feathery bowa  is something guys i know about 
ham,even cant close eyes vava playing umma :-d
ham,2 laptop    i noe infra slow lar    i wan fast one
spam,you guaranteed £200 award even £1000 cashto claim ur award call free 08000407165 (18+) 2 stop getstop 88222 php
ham,nvm ok   
ham,enjoy ur life    good night
ham,yes meet town cos go gep home  you could text bus stop  and worry we'll finished march … ish 
ham,i askd u question hours before  its answer
ham,thats cool  where cum  on you  :)
ham,delhi chennai still silent 
ham,lol alright thinkin haha
spam,reply win £100 weekly  where 2006 fifa world cup held  send stop 87239 end service
ham,no i'm boat  still moms  check yo  i'm half naked 
ham,shhhhh nobody supposed know 
ham,sorry  i'll call later
ham,sorry  i'll call later meeting thing related trade please call arul  &lt;#&gt;
ham,hey late    i'm amk  need drink tea coffee
ham,i wnt buy bmw car urgently  its vry urgent but hv shortage &lt;#&gt; lacs there source arng dis amt  &lt;#&gt; lacs  thats prob
spam,urgent  please call 09061743810 landline  your abta complimentary 4* tenerife holiday #5000 cash await collection sae t&cs box 326 cw25wx 150 ppm
ham,the length e e top shorter n got fringe now  i thk i'm going liao  too lazy  dun wan 2 distract u also 
ham,s  antha num corrct dane
ham,no calls  messages  missed calls
ham,sorry  i'll call later
ham,the basket's gettin full i might tonight
ham,hi darlin ive just got back and i had a really nice night and thanks so much for the lift see u tomorrow xxx
ham,no valentines huh  the proof fb page  ugh i'm glad i really didn't watch rupaul show tool 
spam,free tones hope enjoyed new content  text stop 61610 unsubscribe  help:08712400602450p provided tones2you co uk
ham,eh den sat u book e kb liao huh   
ham,have practising curtsey 
ham,shall come get pickle
ham,lol boo i hoping laugh
ham,"""yeh i am def up4 something sat just got payed2day & i havbeen given a£50 pay rise 4my work & havebeen made preschoolco-ordinator 2i am feelingood luv"""
ham,well  i leave class babe     you never came back     :-(     hope nice sleep  love
ham,lmao where's fish memory i need it 
ham,but i'll b going 2 sch mon  my sis need 2 take smth 
ham,idea soon get converted live:)
spam,themob>yo yo yo-here comes new selection hot downloads members get free  just click & open next link sent ur fone   
ham,s    s   india going draw series many years south african soil  
ham,goodmorning  today late &lt;decimal&gt; min 
ham,can't take major roles community outreach  you rock mel
ham,shopping lor  them raining mah hard 2 leave orchard 
ham,hi here  birth 8lb 7oz  mother baby brilliantly 
ham,see forwarding message proof
ham,i can't keep going this  it never intention run out  choose rather keep room clean *i* say visitors  maybe that's best choice  yes  i wanted embarassed  maybe feel i feel friend wants drop buy say no  happened morning  i've tried everything  i know else do 
ham,dunno lei    i thk mum lazy go out    i neva ask yet   
ham,do whatever want  you know rules are  we talk earlier week start happening  showing responsibility  yet  every week bend rule way  what way  do whatever  i'm tired thia argument every week  and &lt;#&gt; movie doesnt inlude previews  you're still getting 1 
ham,"beautiful truth gravity   read carefully: ""our heart feels light someone it   but feels heavy someone leaves it  "" goodmorning"
spam,great news  call freefone 08006344447 claim guaranteed £1000 cash £2000 gift  speak live operator now 
ham,ambrith  madurai  met u arun dha marrge  remembr 
ham,just read i shame tell takes runs i blame u 4 ever   not really 4 ever long time
ham,princess  kitty shaved natural 
ham,better bb  if wont use it  wife doctor
ham,ya came ago
ham,from tomorrow onwards eve 6 3 work 
ham,anything lor toa payoh got place 2 walk meh   
ham,i anybody's number  i still thought tactful way ask alex
spam,u win £100 music gift vouchers every week starting now txt word draw 87066 tscs www ldew com skillgame 1winaweek  age16 150ppermesssubscription
ham,is movie theatre go watch unlimited movies pay once 
ham,u lunch alone  i bored   
ham,yes obviously  eggs-pert potato head… speak soon 
ham,nah man  car meant crammed full people
ham,no got new job bar airport satsgettin 4 47per hour means lie in  keep touch
ham,kallis ready bat 2nd innings
ham,thanx birthday already 
ham,ugh can't u apologize  admit u wrong ask take u back 
ham,i noe la    u wana pei bf oso rite    k lor  days den   
ham,yes  i'm small kid   and boost secret energy  
ham,im gonna miss u so much
ham,is avatar supposed subtoitles
ham,simply sitting watching match office  
ham,you jot things want remember later 
ham,oh sorry please
ham,hey going lo lesson gym 
ham,dont pack buy store like cereals  if must pack food  pack gari something 9ja miss 
ham,you always make things bigger
ham,ü dun wan watch infernal affair 
ham,me waking 4 afternoon  sup
spam,4mths half price orange line rental & latest camera phones 4 free  had phone 11mths   call mobilesdirect free 08000938767 update now  or2stoptxt
ham,i send pic like :)
ham,okay    i booked already    including one bugis 
ham,aight fuck it  i'll get later
ham,no de  but call time  ill tell k
ham,so dont use hook
ham,how much blackberry bold2 nigeria 
ham,hi you  you home calicut 
ham,hey darlin   pick u college u tell wen & 2 mt   love pete xx
spam,call 09094100151 use ur mins  calls cast 10p/min (mob vary)  service provided aom  gbp5/month  aom box61 m60 1er u stop  ages 18+ only 
ham,oh    i thkin goin yogasana 10 den nd go 3 den rush parco 4 nb    okie lor  u call ready   
ham,y late need go n get da laptop   
ham,sir  i waiting mail 
ham, please charge mobile get morning 
ham,nothing  got msg frm tht unknown no  
ham,ugh fuck i'm resubbing eve
ham,he see shadow  we get early spring yay
ham,i did  one slice one breadstick  lol
ham,hey   i want   i crave   i miss   i need   i love you  ahmad saeed al hallaq    
ham,is training tomorrow 
spam,urgent  your mobile no *********** won £2 000 bonus caller prize 02/06/03  this 2nd attempt reach you  call 09066362220 asap  box97n7qp  150ppm
ham,pass dis ur contacts n see wat u get  red;i'm luv wid u  blue;u put smile face  purple;u r realy hot  pink;u r swt  orange;i thnk lyk u  green;i realy wana go wid u  yelow;i wnt u bck  black;i'm jealous u  brown;i miss nw plz giv one color
ham,cos daddy arranging time c wat time fetch ü mah   
ham,then  you eldest know 
ham,who's say hi drugdealer
ham,its hard believe things like this  all say lie think twice saying anything me 
spam,eerie nokia tones 4u  rply tone title 8007 eg tone dracula 8007 titles: ghost  addamsfa  munsters  exorcist  twilight www getzed co uk pobox36504w45wq 150p
spam,sexy singles waiting you  text age followed gender wither m f e g 23f  for gay men text age followed g  e g 23g 
ham,good night dear   sleepwell&amp;take care
ham,that wondarfull song
spam,freemsg: claim ur 250 sms messages-text ok 84025 now use web2mobile 2 ur mates etc  join txt250 com 1 50p/wk  t&c box139  la32wu  16   remove txtx stop
ham,yar lor actually quite fast    cos da ge slow wat    haha   
ham,must come later   i normally bathe da afternoon mah  
ham,trust me  even there  there 
ham,hey hun-onbus goin 2 meet him  he wants 2go 4a meal i donyt feel like cuz 2 get last bus home but hes sweet latelyxxx
spam,85233 free>ringtone reply real
ham,i take like noon
ham,where it  is opening mca 
ham,i'm aight  wat's happening side 
ham,i'm done oredi   
ham,sweet well  princess  please tell likes dislikes bed   
ham,how you  wish great semester
ham,moji love words  have rich day
ham,dude like buff wind 
ham,"""alright babe  justthought i'd sayhey  u doin nearly endof wk offdam nevamind we 2hook sn uwant m8  lovejen x """
spam,well done england  get official poly ringtone colour flag yer mobile  text tone flag 84199 now  opt-out txt eng stop  box39822 w111wx £1 50
ham,no i'm not  i can't give everything want need  you actually could better yor own--you've got money do  i can't get work  can't get man  can't pay rent  can't even fill fucking gas tank  yes  i'm stressed depressed  i even call home thanksgiving cuz i'll tell i m nothing 
ham,s:-)kallis wont play first two odi:-)
ham,then get cash together i'll text jason
ham,oh  love  soooo good hear you  omg i missed much today  i'm sorry problems provider thank tming
spam,final chance  claim ur £150 worth discount vouchers today  text yes 85023 now  savamob  member offers mobile  t cs savamob pobox84  m263uz  £3 00 subs 16
spam,private  your 2004 account statement 07742676969 shows 786 unredeemed bonus points  to claim call 08719180248 identifier code: 45239 expires
ham,probably  want pick more 
ham,i'm done   
ham,are cutest girl world
ham,no dice  art class 6 thru 9 :( thanks though  any idea time i come tomorrow 
spam,sms services  inclusive text credits  pls goto www comuk net login= ***** unsubscribe stop  extra charge  help:08700469649  po box420  ip4 5we
ham,oh howda gud gud   mathe en samachara chikku:-)
ham,i thk 530 lor  but dunno get tickets not  wat u now 
ham,audrie lousy autocorrect
ham,its site simulate test  it gives tough questions test readiness 
ham,anyway seriously hit back otherwise i light armand always shit and/or vomiting
ham,i fetch yun u fetch 
ham,thank you  i like well   
ham,hmmm     and imagine come home rub feet  make dinner help get ready date   are sure ready kind life  
spam,free2day sexy st george's day pic jordan txt pic 89080 dont miss out  every wk saucy celeb 4 pics c pocketbabe co uk 0870241182716 £3/wk
ham,lara said loan &lt;#&gt;  
ham,do spare power supplies
ham,yar quite clever aft many guesses lor  he got ask 2 bring thk darren willing 2 go  aiya thk leona still attach wat 
spam,you winner specially selected receive £1000 cash £2000 award  speak live operator claim call 087123002209am-7pm  cost 10p
ham,yeah  go bed  i'll back midnight
spam,sunshine hols  to claim ur med holiday send stamped self address envelope drinks us uk  po box 113  bray  wicklow  eire  quiz starts saturday  unsub stop
ham,well i available i washob nobbing last night ask nickey platt instead me ;
